chr	start	end	CpG	0168_51-N	0168_51-X	0168_52-N	0168_52-X	0168_53-N	0168_53-X	0168_54-N	0168_54-X
12	86824033	86824116	6	NA	NA	23	0	NA	NA	NA	NA
12	86881885	86882135	14	NA	NA	39	19	23	2	NA	NA
12	86882167	86882434	22	34	1	42	9	39	6	46	12
12	86882546	86882686	7	20	3	NA	NA	NA	NA	NA	NA
12	86883063	86883522	36	106	0	51	0	40	0	73	4
12	86884467	86884521	10	47	0	NA	NA	NA	NA	NA	NA
12	86884626	86884791	22	28	0	101	0	64	1	37	0
12	86947328	86947527	11	22	0	26	0	NA	NA	NA	NA
12	86947793	86947941	8	24	2	NA	NA	26	0	21	1
12	86974764	86974813	8	24	0	NA	NA	NA	NA	NA	NA
12	86990175	86990225	7	NA	NA	NA	NA	NA	NA	21	1
12	87147471	87147543	7	NA	NA	21	0	NA	NA	NA	NA
12	87147956	87148001	7	NA	NA	21	0	NA	NA	NA	NA
12	87199808	87200138	32	67	2	113	0	74	0	53	0
12	87200141	87200470	33	115	1	62	0	70	0	50	0
12	87299872	87300186	35	92	0	57	0	96	1	87	0
12	87387586	87387732	7	23	0	NA	NA	NA	NA	NA	NA
12	87388214	87388260	7	22	0	41	0	21	0	20	0
12	87443579	87443711	11	NA	NA	21	0	43	0	NA	NA
12	87979737	87979782	5	28	28	NA	NA	29	27	NA	NA
12	88094548	88094624	4	NA	NA	NA	NA	NA	NA	25	24
12	88354495	88354620	17	52	1	47	0	NA	NA	NA	NA
12	88360523	88360652	9	NA	NA	28	1	NA	NA	23	0
12	89187233	89187333	6	30	11	20	12	NA	NA	NA	NA
12	89260406	89260493	7	22	1	NA	NA	NA	NA	NA	NA
12	89812021	89812370	16	35	0	43	0	NA	NA	36	0
12	90081835	90081882	4	NA	NA	NA	NA	NA	NA	20	19
12	90476889	90477083	8	42	39	NA	NA	NA	NA	NA	NA
12	91164386	91164409	5	40	39	NA	NA	NA	NA	NA	NA
12	91227911	91227954	6	NA	NA	NA	NA	NA	NA	24	23
12	91384297	91384363	9	NA	NA	NA	NA	27	1	26	0
12	91400519	91400674	8	25	0	NA	NA	NA	NA	21	0
12	91588265	91588359	12	40	1	23	0	NA	NA	NA	NA
12	91589224	91589491	26	50	1	60	0	NA	NA	52	0
12	91590045	91590171	20	68	0	31	0	NA	NA	NA	NA
12	91590342	91590504	20	71	0	26	0	77	2	40	0
12	91778544	91778638	9	NA	NA	NA	NA	NA	NA	36	1
12	91778938	91779102	25	89	0	53	0	119	1	37	0
12	92713645	92713731	8	22	7	38	8	38	0	NA	NA
12	92873444	92873526	4	23	21	NA	NA	NA	NA	NA	NA
12	92885752	92885909	15	51	13	38	0	20	0	64	1
12	93258966	93259047	8	32	32	NA	NA	NA	NA	NA	NA
12	95691897	95692122	11	NA	NA	40	0	NA	NA	22	0
12	95692435	95692524	7	NA	NA	34	0	20	1	NA	NA
12	95694147	95694329	10	24	0	NA	NA	25	1	22	0
12	95695385	95695718	41	71	0	129	1	115	0	30	0
12	98258845	98259212	31	72	0	63	0	65	0	NA	NA
12	98574424	98574547	7	NA	NA	NA	NA	NA	NA	21	0
12	98574715	98575156	52	102	1	175	1	72	1	125	0
12	98689253	98689390	9	22	22	32	12	41	33	NA	NA
12	98737307	98737668	34	113	0	47	1	85	0	31	0
12	98747107	98747156	8	NA	NA	22	0	NA	NA	NA	NA
12	98747305	98747343	7	NA	NA	NA	NA	21	0	NA	NA
12	98900970	98901245	37	177	1	99	0	110	0	51	1
12	98901464	98901524	9	NA	NA	26	1	NA	NA	35	0
12	99392674	99392769	16	46	0	46	0	49	0	NA	NA
12	99392961	99393025	14	27	0	42	0	67	0	NA	NA
12	99393139	99393225	11	34	0	48	0	32	0	23	0
12	99562572	99562702	8	22	0	NA	NA	20	0	20	0
12	99563474	99563554	13	45	0	20	0	NA	NA	NA	NA
12	99627768	99627966	15	36	0	49	0	58	0	21	0
12	99645561	99645630	6	NA	NA	NA	NA	NA	NA	28	0
12	99884447	99884565	21	73	0	45	1	73	0	NA	NA
12	99965256	99965314	7	21	0	NA	NA	NA	NA	NA	NA
12	99965800	99965976	21	72	0	52	1	49	0	20	0
12	100105888	100106107	7	NA	NA	NA	NA	NA	NA	20	3
12	100110424	100110816	22	44	0	49	0	79	2	47	1
12	100187208	100187447	10	26	0	NA	NA	NA	NA	30	0
12	100187619	100187793	13	20	0	38	0	NA	NA	23	0
12	100199342	100199424	12	26	0	51	2	NA	NA	26	0
12	100200001	100200175	14	32	0	54	0	NA	NA	47	0
12	100200357	100200463	17	59	0	23	0	34	0	43	0
12	100520275	100520480	22	55	0	30	0	32	0	33	0
12	100520754	100521013	16	35	0	27	0	NA	NA	27	0
12	100744781	100744869	8	NA	NA	44	36	NA	NA	NA	NA
12	100908115	100908188	10	NA	NA	20	0	36	1	41	0
12	100925177	100925259	5	22	22	NA	NA	NA	NA	NA	NA
12	101028507	101029005	33	91	0	35	0	71	0	78	0
12	101029261	101029345	10	NA	NA	50	0	NA	NA	NA	NA
12	101082492	101082636	9	NA	NA	39	1	NA	NA	NA	NA
12	101082948	101083240	31	55	0	74	0	55	1	99	1
12	101083566	101083777	30	NA	NA	102	0	75	0	45	1
12	101369972	101370041	8	NA	NA	NA	NA	39	35	NA	NA
12	101718076	101718336	19	50	0	61	0	40	0	24	0
12	101718347	101718602	29	97	0	84	0	57	0	63	0
12	101818832	101818898	7	NA	NA	NA	NA	NA	NA	21	1
12	101906039	101906119	7	NA	NA	NA	NA	28	20	NA	NA
12	101912638	101912881	16	33	0	46	0	NA	NA	22	0
12	101913021	101913188	13	NA	NA	43	0	23	0	24	0
12	101958184	101958309	12	35	0	20	0	32	0	NA	NA
12	101975717	101976203	35	76	0	104	0	81	0	37	0
12	102128932	102129161	24	83	1	93	0	59	0	46	0
12	102282848	102283131	15	33	0	44	0	22	0	42	2
12	102283138	102283415	37	57	0	153	0	118	0	164	0
12	102389956	102390042	10	27	16	NA	NA	NA	NA	30	0
12	102439553	102439800	23	48	1	38	0	NA	NA	83	0
12	102468964	102469103	9	NA	NA	21	0	NA	NA	44	0
12	102469208	102469264	5	23	0	NA	NA	NA	NA	NA	NA
12	102469411	102469605	18	46	0	33	0	46	0	48	0
12	102554955	102555196	12	31	0	21	1	40	0	NA	NA
12	102704294	102704591	22	56	0	20	0	27	0	72	0
12	102704883	102704964	18	73	1	NA	NA	22	0	31	0
12	102743440	102743673	16	NA	NA	40	0	27	0	24	0
12	102743789	102743907	11	20	0	24	1	38	0	NA	NA
12	102757557	102757790	18	29	0	42	0	40	1	29	0
12	102758034	102758109	9	27	0	NA	NA	NA	NA	NA	NA
12	102877608	102877869	21	65	0	29	0	37	0	58	0
12	102877876	102878141	27	41	0	39	0	39	0	44	1
12	102878375	102878464	12	46	0	22	0	NA	NA	47	0
12	102878599	102878781	9	25	0	26	0	NA	NA	NA	NA
12	102949056	102949120	6	NA	NA	NA	NA	29	0	NA	NA
12	102949676	102949768	9	21	0	NA	NA	27	0	NA	NA
12	103021615	103021679	4	NA	NA	NA	NA	NA	NA	21	21
12	103168244	103168371	5	NA	NA	NA	NA	NA	NA	21	1
12	103242250	103242519	22	94	1	NA	NA	78	0	31	0
12	103242636	103242716	10	NA	NA	NA	NA	30	0	78	0
12	103314824	103315034	12	37	7	33	4	22	1	25	10
12	103323736	103323893	7	20	7	NA	NA	NA	NA	NA	NA
12	103388774	103389027	34	79	0	66	0	74	0	82	1
12	103532193	103532344	21	47	0	75	1	NA	NA	36	0
12	103532595	103532723	15	28	0	49	0	29	0	34	0
12	103532966	103533082	8	NA	NA	NA	NA	21	1	NA	NA
12	103794784	103794939	10	NA	NA	23	22	20	20	NA	NA
12	104008504	104008600	7	NA	NA	49	49	NA	NA	NA	NA
12	104472735	104472825	14	40	0	26	0	40	0	39	0
12	104472937	104473131	21	47	0	44	0	43	0	20	1
12	104474370	104474438	6	29	0	NA	NA	NA	NA	NA	NA
12	104476140	104476215	7	NA	NA	22	10	NA	NA	20	6
12	104751550	104751684	18	NA	NA	46	0	NA	NA	50	0
12	104751834	104752308	57	140	2	146	0	49	0	169	0
12	104857821	104857875	4	NA	NA	NA	NA	NA	NA	21	9
12	104864597	104864737	12	NA	NA	NA	NA	NA	NA	25	0
12	104864970	104865051	15	71	0	43	0	58	0	42	0
12	104896648	104896896	9	NA	NA	21	19	25	24	NA	NA
12	105009940	105010059	10	NA	NA	32	0	NA	NA	31	0
12	105032159	105032378	13	NA	NA	39	0	NA	NA	40	0
12	105032718	105032762	8	NA	NA	24	1	NA	NA	22	0
12	105336461	105336510	5	NA	NA	NA	NA	24	0	NA	NA
12	105337103	105337464	23	32	0	68	0	54	0	NA	NA
12	105340487	105340644	7	NA	NA	NA	NA	24	24	NA	NA
12	105453843	105453954	8	29	0	NA	NA	NA	NA	29	0
12	105592410	105592522	10	NA	NA	NA	NA	NA	NA	44	0
12	105684787	105685181	38	97	0	101	2	140	0	33	0
12	105685258	105685651	25	41	0	NA	NA	66	1	69	0
12	105785012	105785082	13	NA	NA	31	0	45	0	29	0
12	105862715	105862859	12	48	10	NA	NA	NA	NA	25	1
12	106010526	106010665	13	25	0	21	0	28	0	51	1
12	106123558	106123600	6	NA	NA	24	11	NA	NA	NA	NA
12	106125153	106125187	5	NA	NA	NA	NA	24	9	28	19
12	106248701	106248798	6	NA	NA	NA	NA	NA	NA	22	21
12	106478380	106478639	16	34	2	46	0	32	0	22	0
12	107105443	107105511	5	20	3	NA	NA	20	20	NA	NA
12	107554089	107554129	4	NA	NA	NA	NA	23	23	NA	NA
12	107645795	107645905	6	NA	NA	28	27	NA	NA	NA	NA
12	107915641	107915789	13	31	7	49	1	NA	NA	39	19
12	107916185	107916402	15	32	0	30	0	22	7	31	0
12	107960368	107960480	7	NA	NA	23	22	NA	NA	NA	NA
12	107980079	107980140	5	23	0	NA	NA	23	2	NA	NA
12	107980401	107980489	11	32	0	33	1	NA	NA	NA	NA
12	108002043	108002171	9	NA	NA	24	1	NA	NA	NA	NA
12	108002704	108002759	9	NA	NA	NA	NA	27	0	NA	NA
12	108003194	108003238	8	NA	NA	NA	NA	NA	NA	31	0
12	108003923	108004027	16	66	0	41	1	45	0	27	0
12	108005050	108005481	23	66	0	51	2	60	0	43	1
12	108006458	108006543	7	NA	NA	24	1	NA	NA	NA	NA
12	108178734	108178984	29	83	1	67	0	66	0	27	0
12	108179369	108179535	19	54	0	50	0	39	0	69	0
12	108242529	108242736	10	NA	NA	NA	NA	20	15	33	32
12	108242984	108243135	6	NA	NA	NA	NA	22	17	NA	NA
12	108266008	108266083	5	NA	NA	NA	NA	23	23	NA	NA
12	108274323	108274464	12	35	0	32	0	47	2	24	0
12	108274949	108275168	28	53	0	57	0	26	0	65	0
12	108275460	108275643	15	39	0	NA	NA	30	0	NA	NA
12	108275846	108275874	7	NA	NA	NA	NA	NA	NA	28	1
12	108306180	108306592	36	47	0	71	0	54	0	112	1
12	108318444	108318537	10	NA	NA	20	1	NA	NA	38	0
12	108327676	108327912	26	88	0	59	4	59	0	NA	NA
12	108334318	108334638	31	28	0	76	0	78	0	NA	NA
12	108352910	108353052	10	43	7	33	19	NA	NA	NA	NA
12	108422993	108423241	28	78	0	37	0	48	0	57	0
12	108423260	108423499	24	39	0	42	1	35	0	40	0
12	108436283	108436367	6	NA	NA	NA	NA	NA	NA	23	23
12	108537381	108537462	6	NA	NA	NA	NA	26	26	31	30
12	108554850	108555134	41	82	0	93	2	113	0	69	0
12	108555281	108555393	19	NA	NA	65	1	47	0	NA	NA
12	108766390	108766588	8	NA	NA	23	1	NA	NA	NA	NA
12	108792260	108792338	15	43	0	28	1	26	14	45	0
12	108792527	108792967	58	133	0	101	2	150	0	83	0
12	108793466	108793619	21	54	0	86	1	44	0	57	0
12	108793886	108794199	27	43	1	40	0	39	0	94	0
12	108794215	108794537	45	123	0	162	0	22	0	112	0
12	108835730	108836012	35	31	0	99	1	69	0	64	0
12	108861312	108861399	8	38	38	NA	NA	NA	NA	NA	NA
12	108894223	108894385	13	34	0	34	0	25	0	NA	NA
12	109033403	109033588	25	NA	NA	59	3	93	0	NA	NA
12	109033959	109034030	11	22	0	33	0	22	0	NA	NA
12	109052356	109052396	7	NA	NA	NA	NA	21	0	NA	NA
12	109052629	109052813	20	NA	NA	97	0	75	0	27	1
12	109052974	109053148	17	24	0	NA	NA	53	0	NA	NA
12	109053262	109053704	38	37	0	89	0	44	0	57	0
12	109053810	109053941	10	NA	NA	20	0	NA	NA	25	0
12	109067810	109067986	16	NA	NA	51	0	47	0	34	0
12	109071385	109071475	6	NA	NA	22	15	NA	NA	NA	NA
12	109437853	109437951	11	33	0	NA	NA	NA	NA	NA	NA
12	109453340	109453604	38	104	0	NA	NA	164	1	75	0
12	109590491	109590569	8	NA	NA	NA	NA	NA	NA	24	24
12	109956286	109956342	5	NA	NA	NA	NA	23	22	NA	NA
12	110187624	110187713	7	NA	NA	27	0	NA	NA	20	0
12	110188096	110188246	11	31	0	34	1	27	0	21	0
12	110188742	110188788	8	NA	NA	NA	NA	24	2	NA	NA
12	110205642	110205734	4	NA	NA	NA	NA	NA	NA	21	20
12	110277993	110278071	15	30	0	45	0	29	0	45	0
12	110278327	110278381	7	24	0	NA	NA	NA	NA	NA	NA
12	110417389	110417519	7	NA	NA	NA	NA	NA	NA	24	0
12	110446634	110446924	16	51	0	47	8	27	0	24	0
12	110446981	110447230	33	40	0	NA	NA	23	0	138	0
12	110447446	110447486	7	NA	NA	NA	NA	NA	NA	21	0
12	110601425	110601615	20	69	0	23	0	30	1	20	0
12	110601744	110601976	21	25	0	24	0	81	0	25	0
12	110618300	110618409	8	NA	NA	21	21	21	21	NA	NA
12	110640227	110640335	5	NA	NA	NA	NA	NA	NA	25	24
12	110695908	110696081	30	105	0	60	0	59	0	73	1
12	110696603	110696663	4	21	0	NA	NA	NA	NA	NA	NA
12	110840682	110840785	10	20	0	NA	NA	NA	NA	29	1
12	110840899	110840958	5	26	0	NA	NA	NA	NA	NA	NA
12	110843904	110843993	7	NA	NA	NA	NA	26	0	NA	NA
12	110850529	110850653	21	61	0	61	0	81	0	60	1
12	110889284	110889497	21	79	0	41	0	NA	NA	NA	NA
12	110977429	110977509	8	28	5	NA	NA	NA	NA	NA	NA
12	110978594	110978703	13	43	1	NA	NA	20	0	21	0
12	110978809	110979080	30	42	0	75	1	97	0	70	0
12	111038484	111038598	9	27	0	NA	NA	23	0	NA	NA
12	111039241	111039357	10	NA	NA	NA	NA	37	0	NA	NA
12	111039517	111039566	11	20	0	51	0	20	0	21	0
12	111166138	111166223	19	36	0	93	1	36	0	NA	NA
12	111166526	111166761	30	43	0	61	0	52	0	70	1
12	111263034	111263108	5	NA	NA	24	23	NA	NA	NA	NA
12	111271066	111271115	7	20	0	28	0	NA	NA	NA	NA
12	111274438	111274542	16	NA	NA	28	0	57	0	86	3
12	111275543	111275604	9	NA	NA	NA	NA	52	0	NA	NA
12	111329841	111329930	5	NA	NA	NA	NA	24	24	NA	NA
12	111376866	111377005	9	NA	NA	NA	NA	25	1	21	0
12	111377381	111377562	20	NA	NA	90	0	25	0	34	0
12	111377987	111378053	8	NA	NA	24	0	NA	NA	32	0
12	111413164	111413528	12	34	3	NA	NA	NA	NA	25	0
12	111442803	111443006	10	NA	NA	NA	NA	NA	NA	27	0
12	111445795	111445869	12	24	0	NA	NA	NA	NA	36	0
12	111485159	111485237	10	20	1	39	0	NA	NA	NA	NA
12	111485512	111485954	42	83	0	136	1	70	1	53	0
12	111537403	111537586	11	20	0	48	0	NA	NA	NA	NA
12	111538506	111538793	36	25	0	64	0	27	0	116	0
12	111538800	111539084	27	50	0	75	0	48	0	78	0
12	111574419	111574545	6	NA	NA	21	0	NA	NA	NA	NA
12	111574649	111574849	23	45	0	62	0	69	0	68	0
12	111671767	111672011	19	100	0	26	0	NA	NA	36	1
12	111678209	111678290	8	23	0	NA	NA	NA	NA	31	0
12	111712598	111712904	22	54	0	33	0	43	1	36	0
12	111713050	111713416	39	68	0	52	0	84	0	108	0
12	111758783	111758875	15	NA	NA	48	0	30	0	22	0
12	111758992	111759220	33	96	0	29	0	30	0	35	0
12	111814321	111814355	5	NA	NA	NA	NA	NA	NA	20	0
12	111814461	111814540	10	28	0	65	0	NA	NA	NA	NA
12	111907838	111907961	13	NA	NA	NA	NA	33	1	31	0
12	111908075	111908173	13	48	0	49	0	NA	NA	47	0
12	111908471	111908628	9	24	0	NA	NA	NA	NA	NA	NA
12	111966653	111966858	14	NA	NA	22	0	NA	NA	49	0
12	112130626	112130879	32	63	1	62	1	69	0	57	0
12	112130952	112131164	28	117	3	45	0	35	0	47	0
12	112143973	112144028	13	39	0	NA	NA	NA	NA	NA	NA
12	112144365	112144414	10	41	0	38	0	NA	NA	28	0
12	112144764	112145103	16	39	0	50	2	NA	NA	30	0
12	112145362	112145428	7	21	0	NA	NA	21	0	27	0
12	112146308	112146393	11	33	0	NA	NA	27	1	NA	NA
12	112146735	112146941	16	35	1	49	4	41	0	44	0
12	112172596	112172804	10	31	27	NA	NA	NA	NA	31	30
12	112175818	112176158	12	27	26	26	24	25	25	29	29
12	112256896	112256990	6	NA	NA	NA	NA	NA	NA	26	26
12	112331221	112331279	5	20	20	NA	NA	NA	NA	NA	NA
12	112588638	112588776	11	28	0	NA	NA	27	0	NA	NA
12	112589094	112589252	9	30	0	NA	NA	NA	NA	NA	NA
12	112598020	112598112	7	NA	NA	NA	NA	22	22	NA	NA
12	112619782	112619932	8	NA	NA	NA	NA	NA	NA	27	0
12	112673751	112674091	45	152	0	61	0	90	0	53	0
12	112674220	112674528	30	40	0	94	0	32	0	94	0
12	112678674	112678720	6	NA	NA	NA	NA	23	0	NA	NA
12	112679256	112679389	19	41	0	45	0	34	0	38	0
12	112680521	112680592	6	20	12	NA	NA	20	7	NA	NA
12	112693515	112693666	20	25	0	60	0	51	1	41	0
12	112722014	112722219	24	43	0	74	1	45	0	35	0
12	112722596	112722738	14	NA	NA	NA	NA	45	1	33	0
12	112739296	112739486	8	NA	NA	21	21	NA	NA	NA	NA
12	112802544	112802575	8	NA	NA	NA	NA	24	0	NA	NA
12	112802695	112802754	10	20	0	NA	NA	31	1	37	0
12	112809084	112809142	8	21	0	NA	NA	NA	NA	43	0
12	112809537	112809628	7	24	0	NA	NA	24	0	NA	NA
12	112829138	112829435	36	68	2	30	1	66	1	91	0
12	112913604	112913693	6	NA	NA	NA	NA	NA	NA	25	24
12	112929181	112929311	14	72	0	NA	NA	27	0	NA	NA
12	112929584	112929676	20	NA	NA	37	0	21	0	60	1
12	112941846	112941931	9	NA	NA	26	0	27	0	NA	NA
12	112942107	112942161	9	NA	NA	40	0	25	0	54	0
12	112950010	112950388	17	53	0	46	0	28	0	40	0
12	112976502	112976594	13	39	0	38	0	26	0	25	0
12	112999875	112999935	7	28	0	21	0	NA	NA	NA	NA
12	113000053	113000143	9	25	0	NA	NA	NA	NA	28	0
12	113000390	113000744	46	25	0	134	2	151	0	108	0
12	113000847	113001057	12	NA	NA	NA	NA	31	0	NA	NA
12	113014343	113014777	53	104	0	110	0	57	1	124	0
12	113098423	113098491	10	NA	NA	NA	NA	NA	NA	30	0
12	113098724	113098759	7	NA	NA	NA	NA	22	0	21	0
12	113140115	113140474	32	47	0	40	0	84	0	76	0
12	113140938	113141021	7	NA	NA	NA	NA	21	0	NA	NA
12	113144944	113145125	9	NA	NA	31	29	20	20	NA	NA
12	113151695	113151965	15	42	0	34	0	47	0	35	0
12	113156377	113156455	10	45	0	46	0	NA	NA	28	0
12	113158272	113158417	4	NA	NA	21	19	NA	NA	NA	NA
12	113185861	113185908	9	35	1	26	1	NA	NA	NA	NA
12	113187808	113187850	7	32	0	NA	NA	NA	NA	NA	NA
12	113190213	113190322	8	NA	NA	NA	NA	NA	NA	38	35
12	113199739	113199773	5	20	10	NA	NA	NA	NA	NA	NA
12	114330961	114330984	4	20	18	NA	NA	NA	NA	NA	NA
12	114378832	114378929	10	NA	NA	50	0	43	0	NA	NA
12	115989474	115989529	5	NA	NA	NA	NA	NA	NA	20	19
12	116047813	116047995	16	35	0	37	0	31	0	NA	NA
12	116077739	116077787	7	NA	NA	NA	NA	33	1	NA	NA
12	116262820	116262995	19	38	0	53	0	31	0	62	0
12	116280895	116281015	15	25	0	43	0	NA	NA	68	0
12	116281397	116281565	15	65	0	NA	NA	29	0	31	0
12	116404504	116404587	6	NA	NA	20	6	20	5	NA	NA
12	116405399	116405832	36	98	0	33	0	47	0	73	0
12	116485854	116486222	36	71	0	124	0	115	1	55	0
12	117153901	117153940	9	44	0	28	0	NA	NA	NA	NA
12	117533613	117533876	23	66	1	50	0	41	0	NA	NA
12	117843607	117843754	12	31	0	28	0	NA	NA	35	0
12	117844177	117844253	8	NA	NA	31	0	24	0	NA	NA
12	118198505	118198662	14	27	0	24	2	39	0	NA	NA
12	118301313	118301729	49	102	0	133	0	106	0	76	0
12	118302201	118302474	16	NA	NA	41	0	24	0	57	1
12	118530155	118530357	10	24	0	NA	NA	25	1	NA	NA
12	118836471	118836607	12	38	0	NA	NA	37	1	36	0
12	118836727	118837055	22	38	0	37	0	78	0	50	0
12	118848546	118848855	37	29	0	NA	NA	93	0	64	1
12	118848992	118849068	13	23	0	NA	NA	26	0	49	0
12	118849179	118849512	30	79	3	113	1	44	0	28	0
12	118849520	118849847	39	59	0	117	0	106	0	110	0
12	118855106	118855267	8	24	0	NA	NA	NA	NA	NA	NA
12	119237817	119237917	8	21	0	NA	NA	21	0	49	1
12	119250488	119250545	5	NA	NA	NA	NA	22	20	NA	NA
12	119752560	119752714	10	NA	NA	21	17	NA	NA	NA	NA
13	3289367	3289453	5	NA	NA	NA	NA	25	25	NA	NA
13	3352842	3352955	11	37	4	NA	NA	32	2	NA	NA
13	3358833	3359136	18	38	0	43	0	NA	NA	NA	NA
13	3359994	3360128	10	NA	NA	30	0	NA	NA	27	0
13	3360574	3360706	9	NA	NA	23	0	NA	NA	NA	NA
13	3360950	3361034	7	NA	NA	NA	NA	NA	NA	27	0
13	3478245	3478396	11	26	0	NA	NA	28	0	24	0
13	3538452	3538584	9	25	0	22	2	30	0	NA	NA
13	3610549	3611031	33	83	0	66	0	73	0	54	1
13	3634121	3634359	19	NA	NA	47	0	28	0	40	0
13	3893377	3893464	7	NA	NA	NA	NA	NA	NA	22	0
13	3917791	3918161	23	54	1	38	0	29	0	33	0
13	4355267	4355343	5	NA	NA	20	18	NA	NA	NA	NA
13	4829942	4830010	6	NA	NA	NA	NA	21	19	31	27
13	4924025	4924180	8	NA	NA	NA	NA	NA	NA	32	28
13	5860919	5861052	6	NA	NA	NA	NA	20	0	NA	NA
13	6588610	6588717	6	NA	NA	NA	NA	27	26	NA	NA
13	6597806	6597977	8	NA	NA	NA	NA	24	20	NA	NA
13	6647320	6647431	7	23	0	NA	NA	NA	NA	NA	NA
13	6649108	6649199	5	20	0	NA	NA	NA	NA	NA	NA
13	6735872	6736009	7	NA	NA	20	20	NA	NA	24	24
13	6884169	6884216	4	24	21	NA	NA	NA	NA	NA	NA
13	7055735	7055820	7	NA	NA	NA	NA	27	15	NA	NA
13	7624240	7624311	5	20	20	NA	NA	NA	NA	NA	NA
13	8024053	8024133	6	NA	NA	NA	NA	41	34	NA	NA
13	8794462	8794625	8	NA	NA	27	3	NA	NA	NA	NA
13	8819876	8819927	5	NA	NA	NA	NA	NA	NA	20	19
13	8870889	8871055	20	26	0	31	0	24	1	38	0
13	8995999	8996301	23	77	0	26	0	45	0	28	0
13	9093731	9093981	23	68	1	49	0	50	0	61	0
13	9094171	9094245	13	25	0	26	0	39	0	51	0
13	9094355	9094622	15	28	0	NA	NA	52	0	20	0
13	9183870	9183950	7	NA	NA	NA	NA	37	12	NA	NA
13	9223601	9223692	8	NA	NA	24	0	NA	NA	NA	NA
13	9276540	9276743	20	NA	NA	59	0	31	0	29	0
13	9276850	9277143	27	44	1	49	0	50	0	75	0
13	9494883	9494969	11	27	4	31	0	21	0	22	2
13	9764085	9764134	10	39	1	NA	NA	20	0	NA	NA
13	9764451	9764581	17	23	0	38	0	NA	NA	23	0
13	9764982	9765062	14	49	0	NA	NA	26	0	26	0
13	10360236	10360612	40	94	0	92	3	73	0	75	1
13	10777366	10777431	7	NA	NA	27	23	41	33	NA	NA
13	12106133	12106310	15	NA	NA	78	2	NA	NA	44	0
13	12106654	12106904	26	50	1	66	0	66	0	NA	NA
13	12340399	12340482	8	NA	NA	29	0	NA	NA	NA	NA
13	12340716	12340777	9	NA	NA	NA	NA	35	3	NA	NA
13	12520171	12520421	16	46	0	33	0	42	0	31	0
13	12565863	12566277	34	63	0	76	0	77	0	52	0
13	12650272	12650457	16	23	0	76	1	50	0	31	0
13	12702511	12702599	8	NA	NA	24	1	NA	NA	NA	NA
13	12861263	12861304	4	NA	NA	20	19	NA	NA	NA	NA
13	12889901	12889959	5	22	13	20	12	NA	NA	NA	NA
13	13139688	13139764	8	NA	NA	NA	NA	NA	NA	24	23
13	13393470	13393670	17	92	1	NA	NA	37	0	50	0
13	13437851	13437919	7	21	2	NA	NA	21	1	NA	NA
13	13590202	13590460	23	47	9	52	1	68	0	47	0
13	13784259	13784286	7	NA	NA	21	0	NA	NA	NA	NA
13	13784511	13784596	8	24	0	NA	NA	NA	NA	NA	NA
13	13954388	13954642	22	48	1	42	0	NA	NA	53	0
13	13954760	13954887	10	36	1	NA	NA	NA	NA	NA	NA
13	14039446	14039695	17	55	0	39	1	21	0	63	0
13	14062850	14063237	22	53	2	63	1	39	0	45	0
13	14064374	14064582	23	34	0	61	0	34	0	25	1
13	14317088	14317163	4	NA	NA	NA	NA	NA	NA	21	0
13	14741941	14742015	6	NA	NA	25	25	NA	NA	NA	NA
13	15027335	15027560	12	26	26	38	36	NA	NA	NA	NA
13	15252126	15252220	10	30	30	NA	NA	28	27	NA	NA
13	15463090	15463376	35	155	2	62	0	71	0	190	0
13	15463582	15463978	30	100	0	29	0	86	0	115	0
13	15464107	15464322	28	96	0	76	1	71	1	29	0
13	15588571	15588660	4	NA	NA	22	15	NA	NA	NA	NA
13	16100598	16100741	10	NA	NA	NA	NA	NA	NA	28	13
13	17694690	17694902	20	24	0	NA	NA	33	0	37	0
13	17695102	17695190	7	NA	NA	21	0	NA	NA	NA	NA
13	17695380	17695723	36	127	1	82	0	103	3	95	1
13	17803572	17803831	20	25	0	70	0	36	0	28	1
13	17803840	17804091	29	64	1	88	0	64	1	37	0
13	17804213	17804459	26	47	0	47	0	46	0	74	0
13	17804819	17805137	46	NA	NA	64	0	101	3	105	0
13	17819969	17820099	7	23	18	25	22	NA	NA	NA	NA
13	17943739	17944034	39	135	1	79	1	72	0	132	0
13	17944039	17944329	44	64	0	86	1	87	2	110	0
13	17949599	17949699	6	21	4	NA	NA	NA	NA	NA	NA
13	17993004	17993135	12	41	0	25	0	36	1	NA	NA
13	18717312	18717491	18	29	1	60	1	NA	NA	43	0
13	18948628	18948953	21	73	1	20	0	43	0	NA	NA
13	18998645	18998722	5	NA	NA	NA	NA	20	19	NA	NA
13	19159168	19159297	7	33	0	29	6	NA	NA	NA	NA
13	19395456	19395722	23	68	3	54	0	48	1	47	0
13	19438603	19438741	6	NA	NA	24	13	NA	NA	NA	NA
13	19623088	19623179	9	NA	NA	NA	NA	NA	NA	27	0
13	20016498	20016672	8	NA	NA	NA	NA	NA	NA	24	1
13	20090765	20091070	33	76	0	70	0	88	2	47	0
13	20091077	20091380	24	42	0	62	1	25	0	78	0
13	20657079	20657111	7	21	21	NA	NA	NA	NA	NA	NA
13	20674660	20674736	7	NA	NA	21	21	NA	NA	NA	NA
13	21180105	21180460	42	163	1	45	0	80	0	95	1
13	21180699	21180878	21	NA	NA	40	0	68	0	41	0
